;sexo;tipo_de_emprendimiento;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;idea_negocio;línea_credito
8877;femenino;industria;aranjuez;2;4;2017-01-19;7000000.0;fabrica;microempresarial
8878;femenino;servicio;juan xxiii la quiebra;1;13;2018-10-26;5000000.0;fabrica;microempresarial
8879;femenino;industria;san javier no.1;3;13;2016-04-29;6894000.0;fabrica;microempresarial
8880;femenino;comercio;playon de los ;2;2;2018-09-05;7800000.0;almacen ropa;microempresarial
8881;masculino;comercio;robledo;1;7;2017-07-11;5000000.0;comidas rapidas;microempresarial
8883;femenino;comercio;barrio caicedo;2;9;2017-05-19;7000000.0;comidas rapidas;microempresarial
8884;masculino;industria;san javier no.1;1;13;2016-02-01;6800000.0;fabrica;microempresarial
8885;femenino;industria;robledo;3;7;2018-05-22;4000000.0;fabrica;microempresarial
8886;femenino;industria;la loma;2;60;2018-12-13;7800000.0;fabrica;microempresarial
8887;femenino;industria;robledo;2;7;2017-03-15;2000000.0;fabrica;microempresarial
8888;femenino;industria;robledo;2;7;2016-07-29;3000000.0;fabrica;microempresarial
8889;femenino;industria;villa niza;2;2;2018-02-21;7800000.0;fabrica;microempresarial
8890;femenino;servicio;popular;2;1;2018-07-16;1200000.0;peluqueria;microempresarial
8891;masculino;comercio;manrique central no. 1;3;4;2017-10-25;6000000.0;tienda;microempresarial
8892;femenino;servicio;manrique central no. 2;2;3;2016-12-19;6890000.0;comidas rapidas;microempresarial
8893;masculino;comercio;buenos aires;3;9;2017-09-11;7000000.0;comidas rapidas;microempresarial
8897;femenino;comercio;buenos aires;1;9;2017-10-10;3000000.0;variedades;microempresarial
8898;masculino;agropecuaria;cabecera san cristobal;2;60;2019-05-21;5000000.0;sembrados;microempresarial
8899;masculino;servicio;20 de julio;2;13;2016-12-20;3000000.0;comidas rapidas;microempresarial
8900;femenino;comercio;barrio caicedo;2;9;2018-01-29;7000000.0;variedades;microempresarial
8901;femenino;comercio;la floresta;3;12;2018-02-15;7500000.0;variedades;microempresarial
8902;femenino;comercio;buenos aires;1;9;2016-07-15;6890000.0;comidas rapidas;microempresarial
8903;femenino;comercio;doce de octubre no.1;2;6;2018-04-20;2500000.0;papeleria;microempresarial
8904;masculino;industria;guayabal;3;15;2017-06-27;7377000.0;carniceria;microempresarial
8905;masculino;servicio;nuevos conquistadores;1;13;2016-10-11;4000000.0;barberia;microempresarial
8906;masculino;servicio;buenos aires;2;9;2017-07-06;3000000.0;comidas rapidas;microempresarial
8907;femenino;comercio;robledo;1;7;2018-11-08;1200000.0;variedades;microempresarial
8908;masculino;comercio;centro admtivo;2;10;2018-03-22;5000000.0;tienda;microempresarial
8909;masculino;comercio;santo domingo savio ;1;1;2018-05-16;780000.0;legumbreria;microempresarial
8910;femenino;servicio;castilla;3;5;2017-03-07;3000000.0;miscelanea;microempresarial
8911;masculino;servicio;la floresta;1;12;2018-01-31;4000000.0;comidas rapidas;microempresarial
8912;femenino;comercio;kennedy;2;6;2018-06-13;7800000.0;almacen ropa;microempresarial
8913;femenino;comercio;vrda. san cristobal ;3;60;2016-02-01;1100000.0;comidas rapidas;microempresarial
8914;masculino;comercio;manrique oriental;2;3;2017-03-06;7347000.0;variedades;microempresarial
8915;femenino;comercio;barrio caicedo;2;9;2016-09-22;6890000.0;restaurante;microempresarial
8917;femenino;servicio;robledo;2;7;2017-11-08;3000000.0;barberia;microempresarial
8918;femenino;comercio;santa cruz;2;2;2019-01-15;6000000.0;variedades;microempresarial
8919;femenino;industria;playon de los ;1;2;2017-06-09;5000000.0;fabrica;microempresarial
8920;femenino;comercio;buenos aires;2;9;2018-11-28;7800000.0;tienda;microempresarial
8921;masculino;comercio;buenos aires;3;9;2018-10-30;783000.0;comidas rapidas;microempresarial
8922;masculino;comercio;carpinelo;1;1;2018-03-14;2000000.0;almacen ropa;microempresarial
8924;femenino;industria;popular;1;1;2017-09-15;5000000.0;fabrica;microempresarial
8925;masculino;servicio;calasanz;3;12;2017-07-17;3000000.0;publicidad;empresarial ed
8926;femenino;comercio;moravia;1;4;2017-09-04;7370000.0;restaurante;microempresarial
8927;femenino;industria;barrio caicedo;2;9;2018-03-02;7800000.0;fabrica;microempresarial
8928;femenino;comercio;castilla;3;5;2018-07-10;7800000.0;miscelanea;microempresarial
8930;femenino;comercio;enciso;3;8;2017-11-22;5300000.0;variedades;microempresarial
8931;femenino;comercio;robledo;1;7;2018-07-11;6000000.0;lavanderia;microempresarial
8932;femenino;comercio;santa cruz;2;2;2018-06-14;7800000.0;tienda;microempresarial
8933;femenino;servicio;barrio caicedo;2;9;2018-11-06;7800000.0;peluqueria;microempresarial
8934;femenino;servicio;robledo;3;7;2016-04-25;4000000.0;mantenimiento;microempresarial
8935;femenino;comercio;manrique central no. 1;1;4;2018-03-05;7000000.0;variedades;microempresarial
8937;femenino;comercio;manrique oriental;2;3;2018-03-22;5000000.0;variedades;microempresarial
8939;masculino;servicio;el salvador;3;9;2017-11-07;4300000.0;mantenimiento;microempresarial
8940;femenino;comercio;castilla;2;5;2018-02-28;3000000.0;comidas rapidas;microempresarial
8941;femenino;comercio;monteclaro;2;7;2018-09-17;7812000.0;variedades;microempresarial
8942;femenino;comercio;playon de los ;1;2;2018-03-12;4000000.0;variedades;microempresarial
8943;femenino;comercio;moravia;2;4;2018-07-19;800000.0;comidas rapidas;microempresarial
8944;femenino;industria;belen;3;16;2016-06-14;20000000.0;fabrica calzado;juridica
8946;femenino;servicio;andalucia;2;2;2017-06-08;30000000.0;fabrica alimentos;empresarial ed
8947;femenino;servicio;robledo;1;7;2018-02-27;7812000.0;peluqueria;microempresarial
8948;femenino;comercio;la milagrosa;2;9;2017-02-06;7370000.0;cafe internet;microempresarial
8949;femenino;comercio;la milagrosa;2;9;2018-04-03;2200000.0;fabrica alimentos;microempresarial
8950;masculino;comercio;palermo;2;4;2017-08-23;7370000.0;fabrica;microempresarial
8951;masculino;comercio;robledo;3;7;2018-08-09;3000000.0;taller mecanica;microempresarial
8952;masculino;industria;centro admtivo;3;10;2018-09-10;7000000.0;carpinteria;microempresarial
8953;femenino;comercio;robledo;3;7;2018-01-25;7350000.0;almacen ropa;microempresarial
8954;masculino;comercio;centro admtivo;2;10;2018-02-13;7800000.0;comidas rapidas;microempresarial
8955;femenino;servicio;buenos aires;3;9;2019-05-10;8281000.0;barberia;microempresarial
8956;femenino;industria;castilla;3;5;2017-01-25;7000000.0;fabrica;microempresarial
8957;femenino;industria;granizal;2;1;2018-10-26;6000000.0;variedades;microempresarial
8958;femenino;comercio;la libertad;2;8;2018-02-19;7000000.0;fabrica;microempresarial
8959;masculino;servicio;doce de octubre no.1;2;6;2019-05-23;7500000.0;fabrica muebles;microempresarial
8960;masculino;comercio;san javier no.1;1;13;2018-08-08;3000000.0;ferreteria;microempresarial
8962;femenino;comercio;vrda. palmitas ;2;50;2016-02-15;6000000.0;sembrados;microempresarial
8963;femenino;comercio;aranjuez;3;4;2018-04-10;7500000.0;variedades;microempresarial
8964;femenino;comercio;san javier no.1;2;13;2017-05-08;7377000.0;tienda;microempresarial
8965;femenino;comercio;barrio caicedo;1;9;2018-04-26;7800000.0;almacen ropa;microempresarial
8966;femenino;servicio;manrique oriental;2;3;2018-04-17;7800000.0;variedades;microempresarial
8967;femenino;industria;barrio caicedo;1;9;2016-07-26;3000000.0;fabrica calzado;microempresarial
8968;femenino;servicio;santa elena central;3;90;2017-02-01;7377000.0;hoteles moteles;microempresarial
8969;masculino;comercio;manrique central no. 1;1;4;2017-05-19;7377000.0;variedades;microempresarial
8970;femenino;comercio;enciso;1;8;2018-07-05;2000000.0;variedades;microempresarial
8971;masculino;industria;granizal;2;1;2017-05-12;3000000.0;fabrica;microempresarial
8973;masculino;servicio;el socorro;2;13;2016-06-27;3300000.0;barberia;microempresarial
8974;femenino;servicio;castilla;3;5;2017-07-19;7370000.0;comidas rapidas;microempresarial
8975;masculino;comercio;buenos aires;3;9;2017-11-28;6000000.0;comidas rapidas;microempresarial
8976;masculino;comercio;cabecera san cristobal;2;60;2017-11-07;7300000.0;granero;microempresarial
8977;femenino;comercio;robledo;1;7;2018-03-02;1300000.0;tienda;microempresarial
8978;masculino;comercio;san javier no.1;2;13;2017-09-22;7300000.0;variedades;microempresarial
8979;masculino;comercio;villatina;1;9;2019-02-05;6000000.0;variedades;microempresarial
8980;femenino;agropecuaria;manrique central no. 2;1;3;2016-11-25;3000000.0;tienda;microempresarial
8981;masculino;comercio;belen;2;16;2018-06-05;7300000.0;fabrica alimentos;microempresarial
8982;femenino;comercio;robledo;3;7;2016-11-18;6890000.0;variedades;microempresarial
8983;masculino;servicio;cabecera san antonio ;3;80;2016-09-28;6890000.0;barberia;microempresarial
8984;femenino;industria;santa cruz;2;2;2017-06-20;3000000.0;fabrica;microempresarial
8985;masculino;comercio;campo valdes no. 1;3;4;2018-02-13;3000000.0;marroquineria;microempresarial
8986;femenino;servicio;manrique central no. 1;2;4;2018-02-12;7800000.0;publicidad;microempresarial
8987;femenino;industria;santa cruz;2;2;2018-03-15;2000000.0;variedades;microempresarial
8988;femenino;comercio;20 de julio;1;13;2018-03-23;783000.0;tienda;microempresarial
8989;masculino;comercio;santa cruz;2;2;2017-03-10;7377000.0;comidas rapidas;microempresarial
8990;femenino;comercio;enciso;2;8;2019-01-22;4000000.0;variedades;microempresarial
8991;masculino;industria;castilla;3;5;2018-10-16;7800000.0;fabrica;microempresarial
8992;femenino;comercio;la milagrosa;2;9;2018-11-09;3000000.0;almacen ropa;microempresarial
8993;masculino;servicio;belen;3;16;2016-04-07;5800000.0;comidas rapidas;microempresarial
8994;femenino;industria;manrique central no. 1;2;4;2017-12-29;5000000.0;fabrica;microempresarial
8995;femenino;comercio;doce de octubre no.1;2;6;2017-06-06;7000000.0;tienda naturista;microempresarial
8996;femenino;servicio;loreto;2;9;2017-02-07;7370000.0;fabrica;microempresarial
8997;femenino;industria;villatina;2;8;2016-03-15;6890000.0;fabrica;microempresarial
8998;masculino;comercio;andalucia;2;2;2018-12-18;1000000.0;legumbreria;microempresarial
8999;femenino;comercio;robledo;3;7;2016-12-22;1500000.0;comidas rapidas;microempresarial
9000;masculino;agropecuaria;belen;3;16;2019-02-27;4000000.0;criadero animales;microempresarial
9001;masculino;servicio;20 de julio;1;13;2016-04-07;6500000.0;fotografia;microempresarial
9002;femenino;comercio;moravia;1;4;2016-06-27;6890000.0;comidas rapidas;microempresarial
9003;femenino;comercio;la esperanza;1;6;2017-11-21;7300000.0;variedades;microempresarial
9005;femenino;industria;progreso;1;5;2018-07-05;6000000.0;fabrica;microempresarial
9006;masculino;servicio;robledo;2;7;2016-09-29;5000000.0;variedades;microempresarial
9007;femenino;comercio;andalucia;2;2;2017-07-06;2000000.0;papeleria;microempresarial
9008;femenino;comercio;doce de octubre no.1;1;6;2016-03-04;5000000.0;tienda;microempresarial
9009;femenino;servicio;aranjuez;3;4;2017-09-01;7000000.0;peluqueria;microempresarial
9010;femenino;comercio;robledo;3;7;2017-02-16;7000000.0;panaderia;microempresarial
9011;femenino;industria;belen;3;16;2017-05-19;6000000.0;fabrica;microempresarial
9013;femenino;servicio;san jose de la cima no. ;2;3;2019-06-06;5000000.0;almacen ropa;microempresarial
9014;femenino;comercio;cabecera san antonio ;3;10;2019-03-13;1500000.0;tienda;microempresarial
9015;masculino;comercio;aguas frias;2;70;2017-12-14;7300000.0;carniceria;microempresarial
9017;femenino;industria;santander;2;6;2017-07-17;3000000.0;fabrica;microempresarial
9019;femenino;servicio;boston;3;10;2016-06-13;6890000.0;comidas rapidas;microempresarial
9020;femenino;comercio;robledo;2;7;2017-08-15;7000000.0;variedades;microempresarial
9021;masculino;industria;aranjuez;2;4;2017-02-23;7370000.0;fabrica;microempresarial
9022;masculino;comercio;cabecera san antonio ;2;80;2018-04-18;7000000.0;distribuidora;microempresarial
9023;masculino;comercio;cabecera san antonio ;3;80;2016-10-18;6000000.0;deposito;microempresarial
9024;masculino;industria;manrique central no. 1;1;4;2017-08-28;7377000.0;fabrica;microempresarial
9025;masculino;comercio;popular;2;1;2018-01-22;4000000.0;almacen ropa;microempresarial
9026;femenino;industria;el socorro;1;13;2018-02-08;5000000.0;fabrica;microempresarial
9027;femenino;comercio;san javier no.1;1;13;2018-06-07;1200000.0;almacen ropa;microempresarial
9028;femenino;comercio;zona expansion san ;2;80;2018-02-27;7800000.0;variedades;microempresarial
9029;femenino;servicio;barrio caicedo;1;9;2017-04-26;7377000.0;publicidad;microempresarial
9030;masculino;comercio;castilla;3;5;2017-06-08;4000000.0;fabrica alimentos;microempresarial
9031;masculino;comercio;la ladera;3;8;2018-04-26;7800000.0;variedades;microempresarial
9032;femenino;agropecuaria;santa elena central;2;90;2018-09-24;7000000.0;sembrados;microempresarial
9033;femenino;servicio;manrique oriental;2;3;2018-04-04;7800000.0;peluqueria;microempresarial
9034;femenino;servicio;la aldea;2;50;2017-04-05;5000000.0;criadero animales;microempresarial
9035;femenino;comercio;cabecera san antonio ;2;80;2017-09-12;7000000.0;fabrica helados;microempresarial
9036;femenino;comercio;barrio caicedo;1;9;2017-10-24;5000000.0;tienda;microempresarial
9037;femenino;comercio;popular;2;1;2019-05-02;8000000.0;variedades;microempresarial
9038;femenino;comercio;robledo;2;7;2016-11-18;5000000.0;restaurante;microempresarial
9039;femenino;servicio;moravia;2;4;2018-04-20;7800000.0;peluqueria;microempresarial
9040;femenino;agropecuaria;san antonio;3;8;2017-12-18;1500000.0;sembrados;microempresarial
9041;femenino;comercio;belencito;2;13;2017-06-12;7000000.0;restaurante;microempresarial
9042;femenino;comercio;las violetas;2;16;2018-03-23;1500000.0;comidas rapidas;microempresarial
9043;femenino;comercio;buenos aires;3;9;2019-02-14;2000000.0;fabrica;microempresarial
9044;femenino;comercio;manrique central no. 1;2;4;2018-02-01;3000000.0;almacen ropa;microempresarial
9045;masculino;comercio;enciso;2;8;2019-04-25;7000000.0;tienda;microempresarial
9046;femenino;comercio;belen;3;16;2017-10-23;7370000.0;variedades;microempresarial
9047;femenino;comercio;santo domingo savio ;1;1;2018-05-23;4000000.0;variedades;microempresarial
9048;femenino;comercio;barrio caicedo;1;9;2017-07-06;7000000.0;variedades;microempresarial
9049;femenino;industria;popular;2;1;2016-05-26;6500000.0;fabrica;microempresarial
9050;femenino;comercio;popular;2;1;2017-03-17;4000000.0;variedades;microempresarial
9051;masculino;comercio;santa cruz;2;2;2018-01-25;7100000.0;almacen ropa;microempresarial
9052;femenino;comercio;campo valdes no. 1;3;4;2017-05-15;7370000.0;almacen ropa;microempresarial
9053;masculino;comercio;doce de octubre no.1;1;6;2018-02-23;2000000.0;comidas rapidas;microempresarial
9054;femenino;servicio;picacho;1;6;2017-11-29;700000.0;variedades;microempresarial
9055;femenino;servicio;buenos aires;2;9;2017-01-24;4000000.0;productos belleza;microempresarial
9056;femenino;servicio;aranjuez;3;4;2019-02-01;6000000.0;comidas rapidas;microempresarial
9057;masculino;comercio;olaya herrera;1;7;2017-06-12;7377000.0;tienda;microempresarial
9059;masculino;servicio;san javier no.1;3;13;2018-03-02;7800000.0;peluqueria;microempresarial
9060;masculino;industria;santa rosa de lima;2;13;2017-03-06;5000000.0;fabrica;microempresarial
9061;femenino;industria;robledo;3;7;2018-03-01;1000000.0;fabrica;microempresarial
9062;femenino;industria;castilla;3;5;2016-08-05;3000000.0;fabrica repuestos;microempresarial
9063;femenino;servicio;20 de julio;1;13;2018-01-24;4000000.0;peluqueria;microempresarial
9065;femenino;servicio;cabecera san cristobal;3;60;2017-06-21;7000000.0;variedades;microempresarial
9066;masculino;industria;manrique central no. 1;2;4;2017-05-04;7370000.0;fabrica;microempresarial
9067;femenino;comercio;manrique central no. 1;1;4;2017-11-23;7377000.0;fabrica helados;microempresarial
9068;femenino;industria;aranjuez;3;4;2017-02-28;1700000.0;marqueteria;microempresarial
9069;masculino;industria;aranjuez;2;4;2018-08-29;7000000.0;fabrica;microempresarial
9070;femenino;industria;guayabal;3;15;2018-07-03;7800000.0;fabrica colchones;microempresarial
9071;masculino;comercio;aranjuez;2;4;2017-07-14;5000000.0;variedades;microempresarial
9072;femenino;industria;robledo;2;7;2017-03-30;6000000.0;fabrica;microempresarial
9073;femenino;comercio;granizal;2;1;2017-07-13;7000000.0;almacen ropa;microempresarial
9074;masculino;comercio;cabecera san cristobal;2;60;2017-11-23;2000000.0;tienda;microempresarial
9075;femenino;industria;manrique central no. 1;2;4;2018-11-28;7812420.0;fabrica;microempresarial
9076;masculino;comercio;cabecera san cristobal;2;4;2018-03-22;5000000.0;variedades;microempresarial
9077;femenino;industria;belen;3;16;2018-06-06;7000000.0;fabrica;microempresarial
9078;masculino;servicio;san javier no.1;3;13;2016-02-04;6400000.0;fabrica;microempresarial
9079;femenino;industria;la floresta;2;12;2016-01-28;6890000.0;variedades;microempresarial
9080;masculino;agropecuaria;los mangos;1;8;2017-10-12;7300000.0;sembrados;agropecuaria
9081;masculino;comercio;castilla;2;5;2016-06-21;6000000.0;comidas rapidas;microempresarial
9082;masculino;comercio;manrique oriental;2;3;2018-02-28;7000000.0;almacen ropa;microempresarial
9083;masculino;industria;barrio caicedo;1;9;2017-03-01;3000000.0;panaderia;microempresarial
9085;femenino;comercio;robledo;1;7;2017-02-15;7300000.0;tienda helados;microempresarial
9086;femenino;comercio;barrio caicedo;2;9;2017-04-18;7000000.0;criadero animales;microempresarial
9087;masculino;comercio;sucre;3;8;2019-05-17;6700000.0;productos belleza;microempresarial
9088;femenino;comercio;santa lucia;3;12;2017-04-05;3000000.0;tienda;microempresarial
9089;femenino;industria;popular;2;1;2018-10-30;3500000.0;fabrica;microempresarial
9091;femenino;industria;san javier no.1;3;13;2018-03-05;5000000.0;fabrica;microempresarial
9092;femenino;comercio;robledo;1;7;2018-02-21;4500000.0;almacen ropa;microempresarial
9093;masculino;servicio;manrique central no. 2;2;3;2016-06-22;6890000.0;fabrica;microempresarial
9094;femenino;industria;manrique central no. 2;2;3;2018-02-02;6000000.0;fabrica;microempresarial
9095;masculino;comercio;cabecera san cristobal;2;60;2017-04-17;7377000.0;tienda helados;microempresarial
9096;femenino;comercio;cabecera san cristobal;2;60;2017-09-06;7300000.0;sembrados;microempresarial
9097;femenino;servicio;san javier no.1;2;13;2017-03-28;7370000.0;variedades;microempresarial
9098;femenino;comercio;enciso;3;8;2019-06-19;8281000.0;variedades;microempresarial
9099;femenino;comercio;robledo;2;7;2018-11-20;4500000.0;variedades;microempresarial
9100;masculino;servicio;barrio caicedo;1;9;2018-05-02;3000000.0;cerrajeria;microempresarial
9101;masculino;comercio;la francia;1;2;2016-05-26;6800000.0;tienda;microempresarial
9102;femenino;industria;juan xxiii la quiebra;2;13;2016-04-19;6800000.0;fabrica;microempresarial
9103;femenino;comercio;barrio caicedo;1;9;2017-03-31;5000000.0;tienda;microempresarial
9104;femenino;agropecuaria;pedregal;3;6;2017-01-27;7377000.0;fabrica;microempresarial
9105;masculino;servicio;manrique central no. 1;2;4;2019-01-18;6000000.0;mantenimiento;microempresarial
9106;masculino;comercio;granizal;1;1;2018-03-15;4000000.0;almacen ropa;microempresarial
9107;femenino;comercio;manrique central no. 2;2;3;2016-06-10;6890000.0;tienda;microempresarial
9108;femenino;comercio;andalucia;2;2;2016-06-17;6890000.0;variedades;microempresarial
9109;masculino;comercio;castilla;3;5;2019-02-20;10000000.0;tienda;microempresarial
9110;femenino;industria;manrique oriental;2;3;2018-05-09;7000000.0;fabrica;microempresarial
9111;femenino;comercio;cordoba;3;7;2016-09-09;680000.0;productos belleza;microempresarial
9112;femenino;comercio;cabecera san cristobal;1;60;2018-05-03;7800000.0;variedades;microempresarial
9113;femenino;comercio;enciso;1;8;2018-11-26;781000.0;variedades;microempresarial
9114;masculino;industria;santa cruz;2;2;2018-04-23;4500000.0;fabrica;microempresarial
9115;masculino;agropecuaria;jesus nazareno;3;10;2018-02-19;3050000.0;distribuidora;microempresarial
9116;femenino;industria;robledo;1;7;2017-12-20;5000000.0;fabrica;microempresarial
9117;masculino;servicio;manrique central no. 2;2;3;2016-05-31;6890000.0;lavanderia;microempresarial
9118;femenino;comercio;castilla;3;5;2017-09-26;7375000.0;variedades;microempresarial
9119;masculino;comercio;doce de octubre no.1;2;6;2017-07-04;7300000.0;comidas rapidas;microempresarial
9120;masculino;industria;popular;1;1;2018-03-23;7800000.0;mantenimiento;microempresarial
9121;femenino;comercio;el diamante;2;7;2018-01-05;7800000.0;variedades;microempresarial
9122;femenino;servicio;manrique central no. 1;2;4;2017-03-14;7300000.0;recreativo educativo;microempresarial
9123;femenino;servicio;belen;3;16;2019-06-06;8281000.0;mantenimiento;microempresarial
9125;femenino;comercio;manrique central no. 2;2;3;2018-04-17;3000000.0;variedades;microempresarial
9126;femenino;agropecuaria;san javier no.1;1;13;2016-04-20;6000000.0;viveros;microempresarial
9127;masculino;servicio;florencia;2;6;2019-01-23;8200000.0;barberia;microempresarial
9128;femenino;industria;manrique central no. 2;2;3;2019-01-15;1500000.0;fabrica;microempresarial
9129;femenino;comercio;robledo;2;7;2018-08-23;7800000.0;comidas rapidas;microempresarial
9130;femenino;comercio;picacho;2;6;2019-05-16;8000000.0;productos belleza;microempresarial
9131;femenino;servicio;san javier no.1;2;13;2018-07-12;7800000.0;peluqueria;microempresarial
9132;masculino;comercio;versalles no. 1;1;3;2017-11-28;7300000.0;variedades;microempresarial
9133;femenino;comercio;aures no. 2;2;7;2018-07-27;5000000.0;papeleria;microempresarial
9134;femenino;servicio;castilla;3;5;2017-09-27;5000000.0;peluqueria;microempresarial
9135;masculino;servicio;robledo;3;7;2017-01-25;7377000.0;mantenimiento;microempresarial
9136;femenino;comercio;robledo;2;7;2017-09-05;7300000.0;cafeteria;microempresarial
9137;masculino;comercio;francisco antonio zea;3;5;2018-08-22;7800000.0;peluqueria;microempresarial
9138;femenino;comercio;manrique central no. 1;2;4;2018-08-01;5000000.0;peluqueria;microempresarial
9139;femenino;comercio;la milagrosa;3;9;2017-03-01;7000000.0;variedades;microempresarial
9140;femenino;comercio;cabecera san cristobal;2;60;2018-05-21;1500000.0;comidas rapidas;microempresarial
9141;femenino;industria;popular;2;1;2018-03-23;7800000.0;fabrica;microempresarial
9142;masculino;comercio;manrique central no. 2;2;3;2017-12-22;4400000.0;tienda;microempresarial
9143;femenino;industria;el salvador;2;9;2018-05-08;3200000.0;tienda;microempresarial
9144;masculino;comercio;aranjuez;3;4;2016-04-21;6890000.0;comidas rapidas;microempresarial
9145;femenino;industria;santa cruz;2;2;2016-09-26;6890000.0;papeleria;microempresarial
9146;femenino;servicio;manrique central no. 2;3;3;2017-04-18;2000000.0;peluqueria;microempresarial
9147;masculino;industria;popular;1;1;2018-05-24;7800000.0;fotografia;microempresarial
9148;masculino;industria;cabecera san cristobal;2;60;2018-05-16;1000000.0;fabrica;microempresarial
9149;femenino;industria;enciso;1;8;2018-02-14;1500000.0;panaderia;microempresarial
9150;masculino;comercio;popular;1;1;2018-05-28;2000000.0;fabrica alimentos;microempresarial
9151;masculino;comercio;robledo;1;7;2016-11-22;6000000.0;variedades;microempresarial
9152;femenino;industria;aranjuez;3;4;2017-03-13;7300000.0;variedades;microempresarial
9153;femenino;industria;robledo;1;7;2018-08-29;5000000.0;fabrica;microempresarial
9154;femenino;comercio;manrique central no. 1;2;4;2019-05-15;1175000.0;montallantas;microempresarial
9155;masculino;industria;manrique central no. 1;2;4;2018-05-08;7800000.0;fabrica;microempresarial
9156;femenino;servicio;la ladera;3;8;2018-05-07;3000000.0;servicios;microempresarial
9158;femenino;comercio;cabecera san antonio ;1;80;2018-01-15;6000000.0;comidas rapidas;microempresarial
9159;femenino;comercio;barrio caicedo;2;9;2018-10-31;7000000.0;tienda;microempresarial
9160;masculino;servicio;belen;2;16;2017-10-19;6000000.0;taller mecanica;microempresarial
9161;femenino;comercio;robledo;3;7;2016-10-04;3000000.0;restaurante;microempresarial
9162;masculino;comercio;santa elena central;2;90;2018-09-05;7800000.0;panaderia;microempresarial
9163;femenino;servicio;olaya herrera;1;7;2016-11-28;6800000.0;montallantas;microempresarial
9164;femenino;agropecuaria;altavista;3;16;2016-07-27;13500000.0;criadero animales;agropecuaria
9165;femenino;comercio;popular;2;1;2018-05-29;19000000.0;drogueria;microempresarial
9166;masculino;comercio;calasanz;2;12;2016-08-23;6800000.0;mantenimiento;microempresarial
9167;masculino;comercio;enciso;2;8;2018-01-25;780000.0;variedades;microempresarial
9168;masculino;servicio;belen;3;5;2018-01-30;3000000.0;comidas rapidas;microempresarial
9169;femenino;comercio;popular;2;1;2018-03-13;7300000.0;comidas rapidas;microempresarial
9170;femenino;comercio;enciso;2;8;2018-07-10;2000.0;miscelanea;microempresarial
9171;femenino;industria;buenos aires;3;9;2018-03-20;7300000.0;fabrica;microempresarial
9172;femenino;servicio;toscana;2;5;2017-08-30;4000000.0;peluqueria;microempresarial
9173;femenino;industria;san javier no.1;1;13;2018-05-28;6000000.0;fabrica alimentos;microempresarial
9174;masculino;comercio;popular;2;1;2018-10-24;3000000.0;variedades;microempresarial
9175;femenino;servicio;las esmeraldas;2;4;2016-07-12;6890000.0;comidas rapidas;microempresarial
9176;femenino;comercio;cabecera san antonio ;2;80;2019-06-07;3000000.0;restaurante;microempresarial
9177;masculino;servicio;moravia;2;4;2017-05-16;5000000.0;taller mecanica;microempresarial
9178;femenino;industria;campo valdes no. 1;3;4;2018-09-20;7800000.0;fabrica;microempresarial
9179;femenino;comercio;aranjuez;2;4;2018-04-30;6000000.0;variedades;microempresarial
9180;masculino;comercio;la oculta;2;80;2016-08-25;4000000.0;cafe internet;microempresarial
9181;masculino;servicio;robledo;3;7;2016-03-04;6000000.0;barberia;microempresarial
9182;femenino;comercio;la candelaria;3;10;2018-05-03;5500000.0;panaderia;microempresarial
9183;femenino;servicio;cabecera san cristobal;2;60;2019-05-03;8200000.0;bares;microempresarial
9184;femenino;comercio;aranjuez;2;4;2016-08-16;6800000.0;productos mar;microempresarial
9185;femenino;industria;vrda. san cristobal ;2;60;2016-01-14;6890000.0;tienda;microempresarial
9186;masculino;agropecuaria;cabecera san cristobal;2;60;2017-03-31;1000000.0;sembrados;agropecuaria
9187;femenino;comercio;manrique oriental;3;10;2019-06-14;3457000.0;comidas rapidas;microempresarial
9188;masculino;comercio;buenos aires;2;9;2017-07-19;4400000.0;variedades;credioportuno
9189;masculino;servicio;robledo;2;7;2017-06-30;5000000.0;barberia;microempresarial
9190;masculino;comercio;el salvador;3;9;2018-02-15;2500000.0;fabrica;microempresarial
9191;masculino;comercio;andalucia;2;2;2019-05-06;1725000.0;almacen ropa;microempresarial
9192;femenino;servicio;la cruz;1;3;2017-05-12;6000000.0;productos belleza;microempresarial
9193;femenino;comercio;manrique central no. 1;3;4;2018-02-12;7000000.0;miscelanea;microempresarial
9194;femenino;comercio;campo valdes no. 2;2;3;2016-04-05;6890000.0;miscelanea;microempresarial
9196;masculino;comercio;sucre;3;8;2018-04-16;3000000.0;tienda;microempresarial
9197;femenino;comercio;doce de octubre no.1;2;6;2016-04-11;1000000.0;variedades;microempresarial
9198;femenino;comercio;san javier no.1;2;13;2019-03-12;7000000.0;tienda;microempresarial
9199;masculino;comercio;belen;3;16;2017-07-17;2000000.0;variedades;microempresarial
9200;femenino;industria;belen;3;16;2017-08-25;7000000.0;fabrica;microempresarial
9201;masculino;industria;calasanz;2;12;2016-09-14;1250000.0;ebanistaria;microempresarial
9202;femenino;comercio;cabecera san cristobal;2;60;2018-07-05;7800000.0;distribuidora;microempresarial
9203;femenino;comercio;robledo;2;7;2017-02-22;4000000.0;papeleria;microempresarial
9204;femenino;industria;barrio caicedo;1;9;2017-07-24;4000000.0;fabrica;microempresarial
